id,Quarter Cohort,Nationality,Gender,Age Group,Status,Days to Decision,Count
394,2017 Q4,Nigeria,Male,Under 18,Claim Accepted,37,1
395,2017 Q4,Nigeria,Female,Under 18,Claim Accepted,15,1
396,2017 Q4,Nigeria,Female,31 to 40,Claim Rejected,27,1
397,2017 Q4,Nigeria,Female,51 to 60,Claim Rejected,21,1
398,2017 Q4,Jamaica,Female,31 to 40,Claim Rejected,20,1
399,2017 Q4,Nigeria,Female,31 to 40,Claim Rejected,19,1
400,2017 Q4,Ghana,Female,Under 18,Claim Rejected,27,1
401,2017 Q4,Nigeria,Female,31 to 40,Claim Accepted,19,1
402,2017 Q4,Iraq,Male,31 to 40,Claim Accepted,21,1
403,2017 Q4,India,Female,61 to 70,Claim Rejected,1,1
404,2017 Q4,Jamaica,Female,18 to 25,Claim Accepted,21,1
405,2017 Q4,Bangladesh,Male,Under 18,Claim Rejected,23,1
406,2017 Q4,Nigeria,Female,41 to 50,Claim Accepted,3,1
407,2017 Q4,Nigeria,Female,31 to 40,Claim Accepted,27,1
408,2017 Q4,Nigeria,Female,31 to 40,Claim Rejected,27,1
409,2017 Q4,Nigeria,Female,26 to 30,Claim Accepted,49,1
410,2017 Q4,Nigeria,Female,31 to 40,Claim Rejected,19,1
411,2017 Q4,Bangladesh,Male,18 to 25,Claim Rejected,31,1
412,2017 Q4,Uganda,Female,31 to 40,Claim Accepted,1,1
413,2017 Q4,Nigeria,Female,31 to 40,Claim Rejected,11,1
414,2017 Q4,Pakistan,Female,31 to 40,Claim Accepted,7,1
415,2017 Q4,Jamaica,Male,61 to 70,Claim Accepted,18,1
416,2017 Q4,Malawi,Female,31 to 40,Claim Accepted,5,1
417,2017 Q4,Pakistan,Female,Under 18,Claim Accepted,1,1
418,2017 Q4,Bangladesh,Male,31 to 40,Claim Rejected,23,1
419,2017 Q4,Jamaica,Male,Under 18,Claim Accepted,4,1
420,2017 Q4,Nigeria,Female,31 to 40,Claim Accepted,14,1
421,2017 Q4,Jamaica,Female,61 to 70,Claim Accepted,33,1
422,2017 Q4,Pakistan,Male,Under 18,Claim Accepted,8,1
423,2017 Q4,Ghana,Female,41 to 50,Claim Accepted,0,1
424,2017 Q4,Nigeria,Female,31 to 40,Claim Accepted,18,1
425,2017 Q4,Nigeria,Male,41 to 50,Claim Rejected,0,1
426,2017 Q4,Vietnam,Female,Under 18,Claim Rejected,18,1
427,2017 Q4,Pakistan,Female,Under 18,Claim Rejected,22,1
428,2017 Q4,Jamaica,Female,31 to 40,Claim Accepted,1,1
429,2017 Q4,Pakistan,Male,Under 18,Claim Accepted,38,1
430,2017 Q4,Jamaica,Female,31 to 40,Claim Rejected,21,1
431,2017 Q4,Nigeria,Female,61 to 70,Claim Accepted,29,1
432,2017 Q4,Ghana,Female,51 to 60,Claim Rejected,30,1
433,2017 Q4,Nigeria,Female,26 to 30,Claim Rejected,24,1
434,2017 Q4,Pakistan,Female,26 to 30,Claim Accepted,4,1
435,2017 Q4,Ghana,Female,41 to 50,Claim Rejected,28,1
436,2017 Q4,Ivory Coast,Female,Under 18,Claim Rejected,28,1
437,2017 Q4,Nigeria,Female,31 to 40,Claim Accepted,7,1
438,2017 Q4,Bangladesh,Male,51 to 60,Claim Rejected,22,1
439,2017 Q4,Jamaica,Female,Under 18,Claim Accepted,33,1
440,2017 Q4,Cameroon,Male,26 to 30,Claim Accepted,45,1
441,2017 Q4,Jamaica,Female,31 to 40,Claim Accepted,15,1
442,2017 Q4,Bangladesh,Female,31 to 40,Claim Accepted,30,1
443,2017 Q4,Jamaica,Female,31 to 40,Claim Accepted,28,1
444,2017 Q4,Vietnam,Male,Under 18,Claim Rejected,13,1
445,2017 Q4,Nigeria,Female,41 to 50,Claim Accepted,18,1
446,2017 Q4,Jamaica,Male,Under 18,Claim Accepted,25,1
447,2017 Q4,Pakistan,Male,41 to 50,Claim Rejected,0,1
448,2017 Q4,St Vincent,Female,31 to 40,Claim Rejected,22,1
449,2017 Q4,Tunisia,Female,31 to 40,Claim Accepted,23,1
450,2017 Q4,Ghana,Female,31 to 40,Claim Accepted,53,1
451,2017 Q4,Jamaica,Female,41 to 50,Claim Accepted,109,1
452,2017 Q4,Jamaica,Female,Under 18,Claim Rejected,1,1
453,2017 Q4,Nigeria,Male,41 to 50,Claim Accepted,6,1
454,2017 Q4,Nigeria,Female,Under 18,Claim Rejected,23,1
455,2017 Q4,Jamaica,Female,41 to 50,Claim Rejected,20,1
456,2017 Q4,Nigeria,Male,Under 18,Claim Accepted,11,1
457,2017 Q4,Nigeria,Male,31 to 40,Claim Rejected,20,1
458,2017 Q4,Ghana,Female,41 to 50,Claim Accepted,16,1
459,2017 Q4,Nigeria,Female,31 to 40,Claim Rejected,24,1
460,2017 Q4,Mozambique,Female,41 to 50,Claim Accepted,7,1
461,2017 Q4,Nigeria,Female,41 to 50,Claim Rejected,24,1
462,2017 Q4,Nigeria,Female,31 to 40,Claim Accepted,16,1
463,2017 Q4,Nigeria,Male,Under 18,Claim Accepted,7,1
464,2017 Q4,Zimbabwe,Female,31 to 40,Claim Accepted,32,1
465,2017 Q4,Ghana,Female,41 to 50,Claim Rejected,18,1
466,2017 Q4,Pakistan,Male,Under 18,Claim Accepted,20,1
467,2017 Q4,Malawi,Female,Under 18,Claim Accepted,1,1
468,2017 Q4,Bangladesh,Male,Under 18,Claim Rejected,28,1
469,2017 Q4,Zambia,Male,Under 18,Claim Accepted,0,1
470,2017 Q4,The Gambia,Male,31 to 40,Claim Accepted,8,1
471,2017 Q4,Ghana,Female,31 to 40,Claim Accepted,18,1
472,2017 Q4,Jamaica,Female,18 to 25,Claim Accepted,9,1
473,2017 Q4,Jamaica,Female,31 to 40,Claim Rejected,25,1
474,2017 Q4,Jamaica,Female,Under 18,Claim Accepted,33,1
475,2017 Q4,Nigeria,Female,Under 18,Claim Rejected,1,1
476,2017 Q4,Pakistan,Male,Under 18,Claim Rejected,11,1
477,2017 Q4,Pakistan,Female,41 to 50,Claim Rejected,26,1
478,2017 Q4,Tanzania,Female,31 to 40,Claim Accepted,0,1
479,2017 Q4,Nigeria,Male,31 to 40,Claim Accepted,0,1
480,2017 Q4,Pakistan,Female,Under 18,Claim Rejected,26,1
481,2017 Q4,Bangladesh,Male,41 to 50,Claim Rejected,28,1
482,2017 Q4,Jamaica,Female,31 to 40,Claim Accepted,13,1
483,2017 Q4,Jamaica,Female,31 to 40,Claim Rejected,1,1
484,2017 Q4,Nigeria,Male,Under 18,Claim Rejected,8,1
485,2017 Q4,Nigeria,Female,41 to 50,Claim Rejected,2,1
486,2017 Q4,British Citizen,Male,Under 18,Claim Rejected,17,1
487,2017 Q4,British Citizen,Male,Under 18,Claim Accepted,41,1
488,2017 Q4,United States,Male,18 to 25,Claim Accepted,1,1
489,2017 Q4,China,Female,26 to 30,Claim Rejected,1,1
490,2017 Q4,Nigeria,Female,31 to 40,Claim Accepted,14,1
491,2017 Q4,Jamaica,Male,41 to 50,Claim Rejected,25,1
492,2017 Q4,Nigeria,Male,Under 18,Claim Accepted,7,1
493,2017 Q4,Nigeria,Female,41 to 50,Claim Accepted,7,1
494,2017 Q4,Congo,Female,31 to 40,Claim Rejected,0,1
495,2017 Q4,Jamaica,Male,51 to 60,Claim Rejected,28,1
496,2017 Q4,Pakistan,Female,31 to 40,Claim Accepted,34,1
497,2017 Q4,Dominica,Female,26 to 30,Claim Rejected,25,1
498,2017 Q4,Jamaica,Male,Under 18,Claim Rejected,0,1
499,2017 Q4,Albania,Female,26 to 30,Claim Rejected,9,1
500,2017 Q4,Nigeria,Female,Under 18,Claim Rejected,20,1
501,2017 Q4,Ghana,Female,31 to 40,Claim Accepted,10,1
502,2017 Q4,Nigeria,Female,41 to 50,Claim Accepted,3,1
503,2017 Q4,Nigeria,Female,Under 18,Claim Rejected,0,1
504,2017 Q4,Jamaica,Male,18 to 25,Claim Accepted,48,1
505,2017 Q4,The Gambia,Male,Under 18,Claim Accepted,11,1
506,2017 Q4,Ghana,Female,31 to 40,Claim Accepted,27,1
507,2017 Q4,Iran,Female,31 to 40,Claim Accepted,30,1
508,2017 Q4,Nigeria,Female,31 to 40,Claim Rejected,15,1
509,2017 Q4,Zambia,Female,31 to 40,Claim Accepted,1,1
510,2017 Q4,Nigeria,Female,31 to 40,Claim Rejected,5,1
511,2017 Q4,Jamaica,Female,26 to 30,Claim Accepted,5,1
512,2017 Q4,Nigeria,Female,31 to 40,Claim Rejected,0,1
513,2017 Q4,Nigeria,Male,31 to 40,Claim Rejected,66,1
514,2017 Q4,Pakistan,Male,31 to 40,Claim Accepted,22,1
515,2017 Q4,Jamaica,Female,Under 18,Claim Rejected,22,1
516,2017 Q4,Iran,Male,Under 18,Claim Accepted,3,1
517,2017 Q4,Grenada,Male,Under 18,Claim Accepted,29,1
518,2017 Q4,Nigeria,Male,41 to 50,Claim Accepted,32,1
519,2017 Q4,Nigeria,Female,Under 18,Claim Accepted,17,1
520,2017 Q4,Jamaica,Female,41 to 50,Claim Rejected,22,1
521,2017 Q4,Jamaica,Female,41 to 50,Claim Rejected,21,1
522,2017 Q4,Ukraine,Female,26 to 30,Claim Rejected,19,1
523,2017 Q4,Bolivia,Female,41 to 50,Claim Rejected,19,1
524,2017 Q4,Ghana,Female,41 to 50,Claim Accepted,8,1
525,2017 Q4,Pakistan,Female,18 to 25,Claim Accepted,24,1
526,2017 Q4,Somalia,Female,41 to 50,Claim Rejected,16,1
527,2017 Q4,Nigeria,Female,Under 18,Claim Rejected,8,1
528,2017 Q4,Nigeria,Female,41 to 50,Claim Accepted,5,1
529,2017 Q4,Comoros,Female,31 to 40,Claim Accepted,1,1
530,2017 Q4,Jamaica,Female,31 to 40,Claim Accepted,25,1
531,2017 Q4,Iran,Female,Under 18,Claim Accepted,29,1
532,2017 Q4,Jamaica,Female,51 to 60,Claim Accepted,43,1
533,2017 Q4,Nigeria,Female,31 to 40,Claim Accepted,28,1
534,2017 Q4,Jamaica,Female,31 to 40,Claim Rejected,6,1
535,2017 Q4,Ghana,Female,31 to 40,Claim Accepted,23,1
536,2017 Q4,Nigeria,Female,41 to 50,Claim Accepted,7,1
537,2017 Q4,Nigeria,Female,41 to 50,Claim Rejected,45,1
538,2017 Q4,Nigeria,Female,31 to 40,Claim Accepted,13,1
539,2017 Q4,Unspecified Nationality,Female,41 to 50,Claim Rejected,41,1
540,2017 Q4,Bangladesh,Female,31 to 40,Claim Accepted,14,1
541,2017 Q4,Jamaica,Female,26 to 30,Claim Rejected,30,1
542,2017 Q4,Ghana,Female,41 to 50,Claim Rejected,34,1
543,2017 Q4,Jamaica,Female,31 to 40,Claim Rejected,1,1
544,2017 Q4,Bangladesh,Female,Under 18,Claim Accepted,25,1
545,2017 Q4,Vietnam,Female,31 to 40,Claim Rejected,18,1
546,2017 Q4,Uganda,Female,41 to 50,Claim Accepted,11,1
547,2017 Q4,Bangladesh,Female,18 to 25,Claim Accepted,2,1
548,2017 Q4,Ivory Coast,Female,31 to 40,Claim Rejected,28,1
549,2017 Q4,Nigeria,Female,26 to 30,Claim Accepted,11,1
550,2017 Q4,Ghana,Female,41 to 50,Claim Accepted,7,1
551,2017 Q4,Ghana,Female,41 to 50,Claim Accepted,8,1
552,2017 Q4,Nigeria,Male,41 to 50,Claim Accepted,21,1
553,2017 Q4,Jamaica,Female,18 to 25,Claim Accepted,0,1
554,2017 Q4,Pakistan,Female,18 to 25,Claim Rejected,26,1
555,2017 Q4,Nigeria,Female,Under 18,Claim Rejected,22,1
556,2017 Q4,Nigeria,Female,31 to 40,Claim Accepted,14,1
557,2017 Q4,Jamaica,Female,18 to 25,Claim Accepted,4,1
558,2017 Q4,Nigeria,Female,26 to 30,Claim Rejected,1,1
559,2017 Q4,Ghana,Male,41 to 50,Claim Rejected,25,1
560,2017 Q4,Jamaica,Female,41 to 50,Claim Rejected,1,1
561,2017 Q4,Tanzania,Female,41 to 50,Claim Accepted,34,1
562,2017 Q4,Ghana,Male,41 to 50,Claim Accepted,14,1
563,2017 Q4,Ivory Coast,Female,31 to 40,Claim Accepted,41,1
564,2017 Q4,Ivory Coast,Female,31 to 40,Claim Rejected,17,1
565,2017 Q4,Pakistan,Female,Under 18,Claim Accepted,20,1
566,2017 Q4,Congo (Democratic Republic),Female,Under 18,Claim Rejected,5,1
567,2017 Q4,Nigeria,Female,31 to 40,Claim Accepted,5,1
568,2017 Q4,Nigeria,Female,31 to 40,Claim Rejected,27,1
569,2017 Q4,Nigeria,Male,Under 18,Claim Rejected,48,1
570,2017 Q4,Nigeria,Female,31 to 40,Claim Rejected,22,1
571,2017 Q4,Jamaica,Female,41 to 50,Claim Accepted,24,1
572,2017 Q4,Jamaica,Male,Under 18,Claim Accepted,25,1
573,2017 Q4,Nigeria,Female,31 to 40,Claim Rejected,27,1
574,2017 Q4,Bangladesh,Female,Under 18,Claim Accepted,14,1
575,2017 Q4,Nigeria,Female,26 to 30,Claim Rejected,20,1
576,2017 Q4,Nigeria,Female,31 to 40,Claim Rejected,35,1
577,2017 Q4,Nigeria,Female,31 to 40,Claim Rejected,23,1
578,2017 Q4,Nigeria,Female,31 to 40,Claim Accepted,15,1
579,2017 Q4,Ghana,Female,31 to 40,Claim Accepted,5,1
580,2017 Q4,Jamaica,Female,Under 18,Claim Accepted,11,1
581,2017 Q4,Ghana,Female,26 to 30,Claim Accepted,7,1
582,2017 Q4,Bangladesh,Female,41 to 50,Claim Accepted,25,1
583,2017 Q4,Jamaica,Female,31 to 40,Claim Accepted,11,1
584,2017 Q4,Nigeria,Male,51 to 60,Claim Accepted,30,1
585,2017 Q4,Syria,Male,Under 18,Claim Accepted,16,1
586,2017 Q4,Ethiopia,Female,26 to 30,Claim Accepted,36,1
587,2017 Q4,Nigeria,Male,41 to 50,Claim Rejected,23,1
588,2017 Q4,Zimbabwe,Female,Under 18,Claim Rejected,26,1
589,2017 Q4,Nigeria,Female,31 to 40,Claim Accepted,43,1
590,2017 Q4,Sierra Leone,Male,31 to 40,Claim Accepted,8,1
591,2017 Q4,Sri Lanka,Female,41 to 50,Claim Rejected,47,1
592,2017 Q4,Pakistan,Female,26 to 30,Claim Accepted,8,1
593,2017 Q4,Malawi,Female,41 to 50,Claim Accepted,1,1
594,2017 Q4,Cameroon,Female,31 to 40,Claim Accepted,23,1
595,2017 Q4,Bangladesh,Female,31 to 40,Claim Rejected,28,1
596,2017 Q4,Jamaica,Female,31 to 40,Claim Accepted,14,1
597,2017 Q4,Nigeria,Female,31 to 40,Claim Rejected,7,1
598,2017 Q4,Nigeria,Female,31 to 40,Claim Accepted,32,1
599,2017 Q4,Pakistan,Female,41 to 50,Claim Accepted,20,1
600,2017 Q4,Ghana,Female,31 to 40,Claim Rejected,27,1
601,2017 Q4,Jamaica,Female,41 to 50,Claim Accepted,24,1
602,2017 Q4,Nigeria,Female,Under 18,Claim Rejected,9,1
603,2017 Q4,Nigeria,Female,41 to 50,Claim Rejected,4,1
604,2017 Q4,Ivory Coast,Female,Under 18,Claim Rejected,28,1
605,2017 Q4,Nigeria,Male,41 to 50,Claim Accepted,3,1
606,2017 Q4,Jamaica,Female,Under 18,Claim Rejected,1,1
607,2017 Q4,Ghana,Male,Under 18,Claim Accepted,7,1
608,2017 Q4,Nigeria,Female,Under 18,Claim Accepted,19,1
609,2017 Q4,Ghana,Female,41 to 50,Claim Rejected,11,1
610,2017 Q4,Pakistan,Female,26 to 30,Claim Accepted,25,1
611,2017 Q4,Nigeria,Female,31 to 40,Claim Accepted,21,1
612,2017 Q4,Nigeria,Female,41 to 50,Claim Rejected,23,1
613,2017 Q4,Jamaica,Female,31 to 40,Claim Accepted,3,1
614,2017 Q4,Jamaica,Female,31 to 40,Claim Rejected,20,1
615,2017 Q4,Nigeria,Female,41 to 50,Claim Rejected,0,1
616,2017 Q4,Ghana,Male,Under 18,Claim Accepted,7,1
617,2017 Q4,China,Female,Under 18,Claim Rejected,31,1
618,2017 Q4,India,Male,41 to 50,Claim Rejected,20,1
619,2017 Q4,Nigeria,Female,31 to 40,Claim Rejected,25,1
620,2017 Q4,Nigeria,Female,31 to 40,Claim Rejected,118,1
621,2017 Q4,Ghana,Female,41 to 50,Claim Rejected,21,1
622,2017 Q4,Nigeria,Female,31 to 40,Claim Accepted,27,1
623,2017 Q4,Nigeria,Female,31 to 40,Claim Rejected,21,1
624,2017 Q4,Nigeria,Female,Under 18,Claim Accepted,12,1
625,2017 Q4,Ghana,Female,Under 18,Claim Rejected,20,1
626,2017 Q4,Algeria,Male,41 to 50,Claim Accepted,19,1
627,2017 Q4,Ghana,Female,31 to 40,Claim Accepted,23,1
628,2017 Q4,Liberia,Female,26 to 30,Claim Accepted,27,1
629,2017 Q4,Liberia,Female,26 to 30,Claim Rejected,25,1
630,2017 Q4,Nigeria,Female,31 to 40,Claim Accepted,19,1
631,2017 Q4,Bangladesh,Male,Under 18,Claim Rejected,31,1
632,2017 Q4,India,Female,41 to 50,Claim Rejected,19,1
633,2017 Q4,Nigeria,Female,26 to 30,Claim Accepted,21,1
634,2017 Q4,Nigeria,Female,26 to 30,Claim Accepted,1,1
635,2017 Q4,Jamaica,Female,41 to 50,Claim Accepted,1,1
636,2017 Q4,Jamaica,Female,31 to 40,Claim Rejected,19,1
637,2017 Q4,Cameroon,Female,26 to 30,Claim Accepted,12,1
638,2017 Q4,Pakistan,Male,Under 18,Claim Accepted,1,1
639,2017 Q4,Pakistan,Female,31 to 40,Claim Rejected,22,1
640,2017 Q4,Ghana,Female,41 to 50,Claim Rejected,35,1
641,2017 Q4,Nigeria,Male,71 to 80,Claim Rejected,5,1
642,2017 Q4,Colombia,Male,Under 18,Claim Rejected,0,1
643,2017 Q4,Nigeria,Female,31 to 40,Claim Accepted,6,1
644,2017 Q4,Morocco,Female,31 to 40,Claim Accepted,18,1
645,2017 Q4,Nigeria,Female,41 to 50,Claim Rejected,12,1
646,2017 Q4,Pakistan,Male,Under 18,Claim Rejected,26,1
647,2017 Q4,Ghana,Female,Under 18,Claim Rejected,30,1
648,2017 Q4,Nigeria,Male,Under 18,Claim Accepted,1,1
649,2017 Q4,British Citizen,Female,Under 18,Claim Accepted,7,1
650,2017 Q4,Nigeria,Female,51 to 60,Claim Accepted,4,1
651,2017 Q4,Ghana,Female,41 to 50,Claim Accepted,6,1
652,2017 Q4,Ghana,Female,31 to 40,Claim Rejected,19,1
653,2017 Q4,Nigeria,Female,41 to 50,Claim Rejected,30,1
654,2017 Q4,Pakistan,Male,Under 18,Claim Rejected,23,1
655,2017 Q4,Ghana,Male,Under 18,Claim Accepted,6,1
656,2017 Q4,Nigeria,Male,18 to 25,Claim Rejected,2,1
657,2017 Q4,Nigeria,Female,Under 18,Claim Accepted,29,1
658,2017 Q4,Jamaica,Female,Under 18,Claim Rejected,19,1
659,2017 Q4,Jamaica,Male,41 to 50,Claim Accepted,29,1
660,2017 Q4,Congo (Democratic Republic),Female,31 to 40,Claim Rejected,6,1
661,2017 Q4,Nigeria,Female,Under 18,Claim Accepted,11,1
662,2017 Q4,Nigeria,Male,Under 18,Claim Accepted,1,1
663,2017 Q4,Nigeria,Male,Under 18,Claim Rejected,30,1
664,2017 Q4,Cameroon,Female,31 to 40,Claim Rejected,25,1
665,2017 Q4,Nigeria,Female,Under 18,Claim Accepted,1,1
666,2017 Q4,Nigeria,Female,Under 18,Claim Accepted,0,1
667,2017 Q4,Nigeria,Male,41 to 50,Claim Rejected,22,1
668,2017 Q4,Nigeria,Female,Under 18,Claim Accepted,37,1
669,2017 Q4,Nigeria,Female,41 to 50,Claim Accepted,56,1
670,2017 Q4,Bangladesh,Male,51 to 60,Claim Rejected,31,1
671,2017 Q4,Jamaica,Male,18 to 25,Claim Accepted,24,1
672,2017 Q4,Zimbabwe,Female,31 to 40,Claim Rejected,20,1
673,2017 Q4,Zimbabwe,Female,31 to 40,Claim Rejected,15,1
674,2017 Q4,Nigeria,Female,41 to 50,Claim Accepted,23,1
675,2017 Q4,Pakistan,Male,41 to 50,Claim Rejected,28,1
676,2017 Q4,Nigeria,Female,31 to 40,Claim Accepted,34,1
677,2017 Q4,Nigeria,Female,18 to 25,Claim Accepted,7,1
678,2017 Q4,Congo,Male,31 to 40,Claim Accepted,10,1
679,2017 Q4,Ghana,Female,31 to 40,Claim Rejected,28,1
680,2017 Q4,Jamaica,Female,41 to 50,Claim Accepted,25,1
681,2017 Q4,Ghana,Female,Under 18,Claim Accepted,8,1
682,2017 Q4,Ghana,Male,26 to 30,Claim Rejected,18,1
683,2017 Q4,Egypt,Male,41 to 50,Claim Accepted,0,1
684,2017 Q4,Ghana,Male,31 to 40,Claim Rejected,37,1
685,2017 Q4,Somalia,Male,41 to 50,Claim Accepted,9,1
686,2017 Q4,Zambia,Male,41 to 50,Claim Accepted,0,1
687,2017 Q4,Bangladesh,Female,Under 18,Claim Accepted,14,1
688,2017 Q4,Ghana,Female,41 to 50,Claim Rejected,23,1
689,2017 Q4,Jamaica,Female,31 to 40,Claim Rejected,22,1
690,2017 Q4,Pakistan,Male,18 to 25,Claim Rejected,26,1
691,2017 Q4,Nigeria,Female,41 to 50,Claim Accepted,29,1
692,2017 Q4,Jamaica,Female,31 to 40,Claim Accepted,1,1
693,2017 Q4,Pakistan,Female,41 to 50,Claim Accepted,20,1
694,2017 Q4,Nigeria,Male,Under 18,Claim Rejected,22,1
695,2017 Q4,Jamaica,Female,41 to 50,Claim Accepted,29,1
696,2017 Q4,The Gambia,Male,41 to 50,Claim Accepted,8,1
697,2017 Q4,Nigeria,Male,Under 18,Claim Rejected,23,1
698,2017 Q4,Ghana,Female,41 to 50,Claim Accepted,7,1
699,2017 Q4,Ghana,Female,31 to 40,Claim Rejected,22,1
700,2017 Q4,Nigeria,Female,31 to 40,Claim Rejected,38,1
701,2017 Q4,Nigeria,Male,31 to 40,Claim Rejected,10,1
702,2017 Q4,Nigeria,Male,31 to 40,Claim Rejected,1,1
703,2017 Q4,Nigeria,Male,Under 18,Claim Rejected,11,1
704,2017 Q4,Bangladesh,Male,Under 18,Claim Accepted,25,1
705,2017 Q4,Ghana,Female,31 to 40,Claim Rejected,27,1
706,2017 Q4,Nigeria,Female,41 to 50,Claim Rejected,48,1
707,2017 Q4,Nigeria,Male,Under 18,Claim Accepted,6,1
708,2017 Q4,Nigeria,Male,Under 18,Claim Rejected,48,1
709,2017 Q4,Pakistan,Female,Under 18,Claim Accepted,28,1
710,2017 Q4,Bangladesh,Male,31 to 40,Claim Accepted,14,1
711,2017 Q4,Jamaica,Female,41 to 50,Claim Accepted,33,1
712,2017 Q4,Jamaica,Female,31 to 40,Claim Accepted,22,1
713,2017 Q4,Jamaica,Female,18 to 25,Claim Accepted,109,1
714,2017 Q4,Nigeria,Male,Under 18,Claim Accepted,1,1
715,2017 Q4,Pakistan,Female,41 to 50,Claim Rejected,21,1
716,2017 Q4,India,Female,26 to 30,Claim Accepted,15,1
717,2017 Q4,Pakistan,Male,41 to 50,Claim Accepted,1,1
718,2017 Q4,Cuba,Female,26 to 30,Claim Rejected,108,1
719,2017 Q4,Ghana,Female,31 to 40,Claim Accepted,7,1
720,2017 Q4,St Vincent,Female,31 to 40,Claim Accepted,1,1
721,2017 Q4,Jamaica,Female,18 to 25,Claim Rejected,15,1
722,2017 Q4,Nigeria,Female,31 to 40,Claim Accepted,11,1
723,2017 Q4,Bangladesh,Female,Under 18,Claim Accepted,25,1
724,2017 Q4,United States,Female,41 to 50,Claim Accepted,0,1
725,2017 Q4,Nigeria,Female,26 to 30,Claim Accepted,1,1
726,2017 Q4,Bangladesh,Female,31 to 40,Claim Rejected,20,1
727,2017 Q4,Pakistan,Male,41 to 50,Claim Rejected,11,1
728,2017 Q4,Nigeria,Female,31 to 40,Claim Rejected,44,1
729,2017 Q4,Zambia,Female,Under 18,Claim Accepted,0,1
730,2017 Q4,Ghana,Female,31 to 40,Claim Accepted,15,1
731,2017 Q4,Jamaica,Female,Under 18,Claim Accepted,0,1
732,2017 Q4,Sierra Leone,Female,31 to 40,Claim Accepted,40,1
733,2017 Q4,Vietnam,Male,31 to 40,Claim Rejected,13,1
734,2017 Q4,Nigeria,Male,Under 18,Claim Rejected,21,1
735,2017 Q4,Nigeria,Female,41 to 50,Claim Accepted,15,1
736,2017 Q4,Ghana,Female,26 to 30,Claim Rejected,37,1
737,2017 Q4,Nigeria,Female,41 to 50,Claim Accepted,49,1
738,2017 Q4,Nigeria,Female,Under 18,Claim Accepted,7,1
739,2017 Q4,Ghana,Female,Under 18,Claim Rejected,28,1
740,2017 Q4,Bangladesh,Female,Under 18,Claim Rejected,28,1
741,2017 Q4,Jamaica,Female,18 to 25,Claim Accepted,8,1
742,2017 Q4,Jamaica,Female,Under 18,Claim Accepted,1,1
743,2017 Q4,Jamaica,Female,31 to 40,Claim Accepted,21,1
744,2017 Q4,Nigeria,Male,41 to 50,Claim Rejected,48,1
745,2017 Q4,Jamaica,Female,26 to 30,Claim Accepted,30,1
746,2017 Q4,Syria,Male,Under 18,Claim Accepted,16,1
747,2017 Q4,Nigeria,Female,31 to 40,Claim Rejected,27,1
748,2017 Q4,Nigeria,Female,31 to 40,Claim Accepted,26,1
749,2017 Q4,Uganda,Female,Under 18,Claim Accepted,38,1
750,2017 Q4,Ghana,Male,31 to 40,Claim Rejected,20,1
751,2017 Q4,Cameroon,Female,26 to 30,Claim Rejected,18,1
752,2017 Q4,Jamaica,Female,41 to 50,Claim Accepted,1,1
753,2017 Q4,Jamaica,Female,41 to 50,Claim Accepted,32,1
754,2017 Q4,Jamaica,Female,Under 18,Claim Accepted,9,1
755,2017 Q4,Jamaica,Female,Under 18,Claim Rejected,35,1
756,2017 Q4,Jamaica,Male,31 to 40,Claim Rejected,1,1
757,2017 Q4,Nigeria,Male,Under 18,Claim Rejected,15,1
758,2017 Q4,Nigeria,Male,31 to 40,Claim Rejected,0,1
759,2017 Q4,Algeria,Female,26 to 30,Claim Accepted,15,1
760,2017 Q4,Nigeria,Female,31 to 40,Claim Accepted,21,1
761,2017 Q4,Malawi,Female,31 to 40,Claim Rejected,23,1
762,2017 Q4,Pakistan,Female,Under 18,Claim Rejected,23,1
763,2017 Q4,Pakistan,Female,41 to 50,Claim Accepted,28,1
764,2017 Q4,Nigeria,Female,31 to 40,Claim Accepted,7,1
765,2017 Q4,Pakistan,Female,18 to 25,Claim Rejected,26,1
766,2017 Q4,Pakistan,Female,Under 18,Claim Rejected,11,1
767,2017 Q4,Algeria,Male,26 to 30,Claim Rejected,37,1
768,2017 Q4,Ghana,Male,Under 18,Claim Rejected,7,1
769,2017 Q4,Nigeria,Female,41 to 50,Claim Rejected,22,1
770,2017 Q4,Nigeria,Female,41 to 50,Claim Accepted,29,1
771,2017 Q4,Nigeria,Female,Under 18,Claim Rejected,27,1
772,2017 Q4,Nigeria,Female,Under 18,Claim Accepted,26,1
773,2017 Q4,Nigeria,Female,Under 18,Claim Accepted,12,1
774,2017 Q4,Jamaica,Female,31 to 40,Claim Accepted,28,1
775,2017 Q4,Ghana,Male,Under 18,Claim Accepted,16,1
776,2017 Q4,Jamaica,Female,31 to 40,Claim Accepted,8,1
777,2017 Q4,Jamaica,Female,41 to 50,Claim Rejected,21,1
778,2017 Q4,Kenya,Male,31 to 40,Claim Accepted,51,1
779,2017 Q4,Pakistan,Female,41 to 50,Claim Rejected,11,1
780,2017 Q4,Nigeria,Female,31 to 40,Claim Accepted,27,1
781,2017 Q4,British Citizen,Female,Under 18,Claim Accepted,22,1
782,2017 Q4,Bangladesh,Female,41 to 50,Claim Rejected,22,1
783,2017 Q4,Jamaica,Female,18 to 25,Claim Accepted,22,1
784,2017 Q4,Nigeria,Female,31 to 40,Claim Accepted,17,1
785,2017 Q4,Nigeria,Female,41 to 50,Claim Accepted,7,1
